,TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,lat,lon,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
471,Smokey Bottom (West Lake Mills),Olympic Peninsula,Northern Coast,4.0,roundtrip,500.0,800.0,3.75,4,48.00191667,-123.6044333,5/15/20 0:00,15,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/lake-mills
472,Kettle Crest South,Eastern Washington,Okanogan Highlands/Kettle River Range,5.0,roundtrip,900.0,6500.0,3.6,10,48.501166,-118.4211588,7/21/21 0:00,27,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/kettle-crest-south
473,Klapatche Park,Mount Rainier Area,NW - Carbon River/Mowich,21.4,roundtrip,3300.0,6000.0,4.0,5,46.7354,-121.8566,8/3/21 0:00,22,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/klapatche-park
474,Josephine Lake,Central Cascades,Stevens Pass - East,10.4,roundtrip,1800.0,5150.0,3.85,13,47.74646667,-121.0865167,10/2/21 0:00,116,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/josephine-lake
475,Jack Pine Trail,Central Cascades,Leavenworth Area,,,,,2.75,4,47.6089006,-120.8937632,7/30/11 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/jack-pine-trail
476,Juniper Dunes Wilderness,Central Washington,Tri-Cities,15.0,roundtrip,300.0,1050.0,3.0,6,46.3245547,-119.0254257,5/1/21 0:00,27,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/juniper-dunes-wilderness
477,Jefferson Ridge,Olympic Peninsula,Hood Canal,4.8,roundtrip,1832.0,3832.0,3.5,6,47.57123333,-123.1315167,5/20/21 0:00,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/jefferson-ridge
478,Wenatchee Confluence State Park - Horan Natural Area,Central Washington,Wenatchee,2.5,roundtrip,,640.0,3.5,8,47.4601,-120.3305,6/18/21 0:00,20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/horan-natural-area-wenatchee-confluence
479,Horse Heaven Hills,Central Washington,Tri-Cities,6.8,roundtrip,1220.0,1924.0,3.67,9,46.23907232,-119.4846835,10/29/21 0:00,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,https://www.wta.org/go-hiking/hikes/horse-heaven-hills
480,Phantom Peak,North Cascades,North Cascades Highway - Hwy 20,,,,8207.0,0.0,0,48.819049,-121.342639,7/29/17 0:00,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/phantom-peak
481,Mount Challenger,North Cascades,North Cascades Highway - Hwy 20,,,,8236.0,0.0,0,48.835779,-121.342373,7/29/17 0:00,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-challenger
482,Tower Mountain,North Cascades,North Cascades Highway - Hwy 20,25.0,roundtrip,,8444.0,0.0,0,48.58847,-120.70422,9/9/21 0:00,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/tower-mountain-1
483,Cutthroat Pass via the Pacific Crest Trail,North Cascades,North Cascades Highway - Hwy 20,10.0,roundtrip,2000.0,6800.0,3.91,22,48.51806667,-120.7331333,10/30/21 0:00,329,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cutthroat-pass-via-pacific-crest-trail
484,Lake Ann (Rainy Pass),North Cascades,North Cascades Highway - Hwy 20,3.4,roundtrip,700.0,5500.0,4.17,18,48.5156197,-120.7361753,11/6/21 0:00,116,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lake-ann-rainy-pass
485,Harts Pass to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,30.6,one-way,3800.0,6900.0,3.0,2,48.70223192,-120.6729527,9/23/21 0:00,20,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/harts-pass-to-rainy-pass
486,Colonial Peak,North Cascades,North Cascades Highway - Hwy 20,,,,,0.0,0,48.70968257,-121.145103,7/18/21 0:00,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/colonial-peak
487,Stehekin to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,18.7,one-way,3600.0,4900.0,0.0,0,48.30925968,-120.6575337,7/15/21 0:00,17,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/stehekin-to-rainy-pass
488,Jack Mountain,North Cascades,North Cascades Highway - Hwy 20,,,,9066.0,0.0,0,48.7724,-120.957,9/4/15 0:00,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/jack-mountain
489,Thunder Woods Nature Trail,North Cascades,North Cascades Highway - Hwy 20,1.2,roundtrip,305.0,1620.0,3.0,1,48.68521868,-121.0929383,1/6/19 0:00,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/thunder-woods-nature-trail
490,River Loop,North Cascades,North Cascades Highway - Hwy 20,1.0,roundtrip,50.0,480.0,0.0,0,48.6711,-121.2609,7/31/20 0:00,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/river-loop
491,Klawatti Peak,North Cascades,North Cascades Highway - Hwy 20,,,,8485.0,0.0,0,48.554294,-121.104284,5/25/18 0:00,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"None, Northwest Forest Pass",https://www.wta.org/go-hiking/hikes/klawatti-peak
492,Ross Dam Trail,North Cascades,North Cascades Highway - Hwy 20,1.6,roundtrip,500.0,2100.0,4.0,2,48.72777499,-121.0628128,10/7/21 0:00,41,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/ross-dam-trail
493,Park Creek Pass via Thunder Creek,North Cascades,North Cascades Highway - Hwy 20,55.2,roundtrip,9800.0,6100.0,2.8,5,48.6925408,-121.0977693,9/4/20 0:00,33,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/park-creek-pass-via-thunder-creek
494,Skagit River Loop Trail,North Cascades,North Cascades Highway - Hwy 20,1.8,roundtrip,118.0,597.0,3.2,5,48.66585,-121.26685,10/16/21 0:00,17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/skagit-river
495,Rockport State Park,North Cascades,North Cascades Highway - Hwy 20,3.0,roundtrip,250.0,750.0,3.86,14,48.4879855,-121.6141887,8/22/21 0:00,120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/rockport-state-park
496,Ruby Mountain,North Cascades,North Cascades Highway - Hwy 20,17.0,roundtrip,6300.0,7408.0,3.75,8,48.71763951,-121.0741425,6/17/21 0:00,56,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/ruby-mountain
497,Sahale Glacier,North Cascades,North Cascades Highway - Hwy 20,,,,,3.0,4,48.47554588,-121.0751228,7/25/21 0:00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/sahale-glacier
498,Sauk Mountain,North Cascades,North Cascades Highway - Hwy 20,4.2,roundtrip,1200.0,5500.0,4.43,53,48.52128333,-121.60715,10/31/21 0:00,578,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/sauk-mountain
499,Sauk Lake,North Cascades,North Cascades Highway - Hwy 20,6.0,roundtrip,2100.0,5200.0,2.5,6,48.52036412,-121.6178707,8/5/21 0:00,22,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/sauk-lake
500,Rainbow Creek Trail,North Cascades,North Cascades Highway - Hwy 20,33.0,roundtrip,,,0.0,0,48.33777283,-120.6941096,7/10/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/rainbow-creek-trail
501,Rainbow Lake,North Cascades,North Cascades Highway - Hwy 20,11.5,roundtrip,,,2.75,4,48.5076069,-120.7310183,7/10/21 0:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rainbow-lake
502,Rainy Lake,North Cascades,North Cascades Highway - Hwy 20,2.0,roundtrip,70.0,4800.0,3.5,8,48.5149657,-120.7354966,11/6/21 0:00,93,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rainy-lake
503,Rasar State Park,North Cascades,North Cascades Highway - Hwy 20,3.0,roundtrip,20.0,125.0,3.6,5,48.516737,-121.905881,10/16/21 0:00,47,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/rasar-state-park
504,Pyramid Lake,North Cascades,North Cascades Highway - Hwy 20,4.2,roundtrip,1500.0,2500.0,3.43,14,48.70983333,-121.1451667,7/8/21 0:00,60,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/pyramid-lake
505,Monogram Lake,North Cascades,North Cascades Highway - Hwy 20,9.8,roundtrip,4675.0,5719.0,3.44,9,48.53698333,-121.2939833,9/13/21 0:00,77,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/monogram-lake
506,Lookout Mountain Lookout,North Cascades,North Cascades Highway - Hwy 20,9.4,roundtrip,4500.0,5719.0,4.22,9,48.5371864,-121.293843,10/31/21 0:00,182,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/lookout-mountain-1
507,Little Jack Mountain,North Cascades,North Cascades Highway - Hwy 20,13.6,roundtrip,3935.0,5896.0,3.33,3,48.7055,-120.9608,7/1/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-jack-mountain
508,Little Beaver Creek,North Cascades,North Cascades Highway - Hwy 20,35.0,roundtrip,6213.0,5197.0,2.2,5,48.91606953,-121.0739708,9/12/21 0:00,19,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,,https://www.wta.org/go-hiking/hikes/little-beaver-creek
509,Mount Hardy,North Cascades,North Cascades Highway - Hwy 20,4.68,roundtrip,4299.0,7924.0,0.0,0,,,5/2/15 0:00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/mount-hardy
510,Domke Lake,Central Cascades,Entiat Mountains/Lake Chelan,7.0,roundtrip,1100.0,2200.0,4.2,5,48.1906968,-120.6278045,9/26/21 0:00,17,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/domke-lake
511,Devils Gulch,Central Cascades,Stevens Pass - East,9.0,roundtrip,1100.0,2800.0,3.4,5,47.3126267,-120.4240034,6/3/19 0:00,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/devils-gulch
512,Dock Butte,North Cascades,Mount Baker Area,4.4,roundtrip,1500.0,,4.07,14,48.65375975,-121.783988,11/1/21 0:00,128,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dock-butte
513,Dodger Point,Olympic Peninsula,Northern Coast,27.0,roundtrip,4983.0,5753.0,3.25,4,47.9609124,-123.5743783,9/24/21 0:00,17,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/dodger-point
514,Devil's Ridge,North Cascades,,18.8,one-way,3100.0,7000.0,2.4,5,48.83957949,-120.7374243,6/30/21 0:00,31,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/devils-ridge
515,Crater Lakes,North Cascades,Methow/Sawtooth,8.6,roundtrip,2220.0,6980.0,3.77,13,48.220383,-120.26785,10/17/21 0:00,64,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/crater-lakes
516,Crowell Ridge,Eastern Washington,Selkirk Range,8.4,roundtrip,2700.0,6880.0,3.67,6,48.878267,-117.24485,8/12/21 0:00,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/crowell-ridge
517,Columbia Plateau Trail - Amber Lake,Eastern Washington,Spokane Area/Coeur d'Alene,15.0,roundtrip,200.0,2300.0,2.25,4,47.3511886,-117.7106383,4/25/21 0:00,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/columbia-plateau-amber-lake
518,Copper Creek,Central Cascades,Entiat Mountains/Lake Chelan,4.2,roundtrip,2300.0,5600.0,3.5,4,48.19883444,-120.7732522,10/17/18 0:00,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/copper-creek
519,Castle Pass,North Cascades,,18.9,one-way,5400.0,6600.0,2.5,4,,,6/29/19 0:00,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/castle-pass
520,Cascade Rock,Olympic Peninsula,Northern Coast,4.5,roundtrip,1800.0,1825.0,3.5,6,48.027467,-123.58825,1/9/21 0:00,10,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/cascade-rock
521,Chatter Creek,Central Cascades,Leavenworth Area,11.0,roundtrip,3800.0,6400.0,4.0,4,47.6098,-120.892,10/16/21 0:00,155,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/chatter-creek
522,Chamna Natural Preserve,Central Washington,Tri-Cities,3.8,roundtrip,30.0,350.0,3.25,8,46.25771305,-119.2865159,7/5/21 0:00,10,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/chamna-natural-preserve
523,Cat Basin Primitive,Olympic Peninsula,Northern Coast,5.0,one-way,1500.0,5500.0,2.75,4,47.95601907,-123.8378906,8/22/21 0:00,15,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cat-basin-primitive
524,Buck Creek,North Cascades,Mountain Loop Highway,,,,,1.75,4,,,5/1/21 0:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/buck-creek-1
525,Cady Ridge,Central Cascades,Stevens Pass - East,14.0,roundtrip,3015.0,5551.0,3.67,9,47.91825,-121.0873833,10/1/21 0:00,106,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cady-ridge
526,Buckskin Ridge,North Cascades,Pasayten,33.4,roundtrip,,7300.0,3.5,4,48.7337925,-120.6751729,8/23/21 0:00,64,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/buckskin-ridge
527,Boulder Lake (Olympics),Olympic Peninsula,Northern Coast,10.2,roundtrip,2480.0,4300.0,3.0,5,47.9775078,-123.6860602,9/8/21 0:00,33,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/boulder-lake-1
528,Boulder Ridge,North Cascades,,,,2700.0,,4.25,4,48.71398333,-121.6902833,9/12/21 0:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/boulder-ridge
529,Boundary Trail - Pasayten,North Cascades,Pasayten,80.0,one-way,9000.0,7800.0,3.25,4,48.8848396,-119.8666783,7/5/21 0:00,90,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/boundary-trail-1
530,Buck Creek Pass,Central Cascades,Stevens Pass - East,19.2,roundtrip,,6000.0,3.86,7,48.0770691,-120.8578772,9/24/21 0:00,140,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/buck-creek-pass
531,Blue Lake High,Central Cascades,Stevens Pass - East,,,,,3.5,4,48.0448418,-121.258825,10/1/21 0:00,53,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/blue-lake-high
532,Billy Goat,North Cascades,Pasayten,9.8,roundtrip,2200.0,6600.0,3.0,5,48.7825357,-120.3178768,8/7/21 0:00,31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/billy-goat
533,Blue Lake,North Cascades,Mount Baker Area,1.7,roundtrip,300.0,3984.0,4.06,16,48.656539,-121.7722613,9/2/21 0:00,136,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/blue-lake-1
534,Big Tree Loop,Central Cascades,Stevens Pass - East,1.0,roundtrip,,2000.0,3.25,4,47.86038346,-120.9707358,7/1/19 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/big-tree-loop
535,Aurora Creek,Olympic Peninsula,Northern Coast,6.8,roundtrip,3670.0,4200.0,3.0,4,48.0536153,-123.9892995,12/27/20 0:00,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/aurora-creek
536,West Cady Ridge to Benchmark Mountain,Central Cascades,Stevens Pass - West,14.4,roundtrip,3700.0,5816.0,3.5,8,47.92673333,-121.27705,8/19/21 0:00,169,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/benchmark-mountain
537,Bear Lake,North Cascades,Mountain Loop Highway,0.8,roundtrip,75.0,,3.09,11,48.0598187,-121.7370466,8/15/21 0:00,81,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/bear-lake-2
538,Bedal Basin,North Cascades,Mountain Loop Highway,5.2,roundtrip,1900.0,4700.0,2.0,7,48.070136,-121.375279,7/30/21 0:00,42,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/bedal-creek
539,Baldy,Olympic Peninsula,Northern Coast,7.2,roundtrip,3800.0,6827.0,3.57,7,47.88288949,-123.1427295,7/24/21 0:00,64,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/baldy
540,Harry's Ridge,South Cascades,Mount St. Helens,8.2,roundtrip,970.0,4752.0,4.13,31,46.2765199,-122.2164843,11/1/21 0:00,286,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,National Monument Fee,https://www.wta.org/go-hiking/hikes/harrys-ridge
541,Mohawk Falls and Mohawk Mine,Central Cascades,Stevens Pass - West,0.6,roundtrip,200.0,1500.0,4.83,6,47.6752794,-121.3922747,10/13/21 0:00,30,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/mohawk-falls-and-mohawk-mine
542,Mount Margaret,South Cascades,Mount St. Helens,11.0,roundtrip,2820.0,5780.0,4.8,10,46.30493424,-122.0825458,9/11/21 0:00,101,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-margaret-1
543,Mailbox Peak,Snoqualmie Region,North Bend Area,9.4,roundtrip,4000.0,4822.0,4.24,94,47.4674903,-121.674803,11/7/21 0:00,1202,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/mailbox-peak
544,Comet Falls,Mount Rainier Area,SW - Longmire/Paradise,3.8,roundtrip,1250.0,4875.0,4.21,42,46.77903333,-121.7823,10/28/21 0:00,339,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/comet-falls
545,Pinnacle Saddle,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,2.5,roundtrip,1000.0,5920.0,4.4,20,46.76828333,-121.7314167,10/31/21 0:00,249,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/pinnacle-saddle
546,Pend Oreille County Park,Eastern Washington,Spokane Area/Coeur d'Alene,7.0,roundtrip,,2780.0,0.0,0,48.08084016,-117.3240387,10/17/21 0:00,12,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/pend-oreille-county-park
547,Troublesome Creek Nature,Central Cascades,Stevens Pass - West,1.0,roundtrip,104.0,1420.0,2.67,3,47.89828333,-121.40145,7/17/21 0:00,9,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/troublesome-creek-nature
548,Port Susan Nature Conservancy,Puget Sound and Islands,,2.0,roundtrip,,16.0,0.0,0,48.210457,-122.365493,8/12/15 0:00,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,https://www.wta.org/go-hiking/hikes/port-susan-nature-conservancy
549,Alpine Falls,Central Cascades,Stevens Pass - West,0.1,roundtrip,14.0,1450.0,3.0,2,47.71747117,-121.2253332,6/20/21 0:00,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/alpine-falls
550,Dewey Lake,Mount Rainier Area,Chinook Pass - Hwy 410,6.0,roundtrip,1270.0,5900.0,3.92,26,46.8694,-121.51965,10/16/21 0:00,210,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dewey-lakes
551,Youth-on-Age Interpretive Trail,North Cascades,Mountain Loop Highway,0.25,roundtrip,,,2.67,6,48.07098584,-121.6548014,10/3/20 0:00,6,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/youth-on-age
552,Miller Peninsula-Thompson Spit,Olympic Peninsula,Northern Coast,7.5,roundtrip,610.0,360.0,3.12,17,48.07690985,-122.9378764,8/29/21 0:00,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/miller-peninsula-thompson-spit
553,Lake Vicente,Snoqualmie Region,Salmon La Sac/Teanaway,2.1,one-way,,,3.0,4,47.53531237,-121.1378288,7/22/21 0:00,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lake-vicente
554,LBA Park,Olympic Peninsula,Olympia,4.0,trails,,,0.0,0,47.018072,-122.85522,8/2/21 0:00,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lba-park
555,Coldwater Peak,South Cascades,Mount St. Helens,12.0,roundtrip,3068.0,5727.0,4.17,6,46.27671222,-122.2168174,11/2/21 0:00,74,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/coldwater-peak
556,Ring Hill Forest,Puget Sound and Islands,Seattle-Tacoma Area,2.6,roundtrip,,,2.75,4,47.74512405,-122.0293093,9/7/21 0:00,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/ring-hill-forest
557,North Mountain Lookout,North Cascades,Mountain Loop Highway,2.5,roundtrip,600.0,3956.0,4.67,3,48.3088125,-121.611125,10/30/21 0:00,45,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/north-mountain-lookout
558,Longmire to Cougar Rock Campground,Mount Rainier Area,SW - Longmire/Paradise,7.6,roundtrip,1300.0,4100.0,3.67,3,46.75029683,-121.8122113,7/25/21 0:00,30,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/wonderland-trail-snowshoe
559,Image Lake via Miners Ridge,North Cascades,Mountain Loop Highway,31.8,roundtrip,4400.0,6000.0,4.25,8,48.19206888,-121.0385656,9/11/21 0:00,104,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/image-lake-via-miners%20ridge
560,Horseshoe Basin (Stehekin),Central Cascades,Entiat Mountains/Lake Chelan,1.6,one-way,1315.0,4950.0,3.67,6,,,9/25/21 0:00,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/horseshoe-basin-stehekin
561,Elbow Lake,North Cascades,Mount Baker Area,16.0,roundtrip,2100.0,,2.6,5,48.67972358,-121.8969925,9/4/21 0:00,56,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/elbow-lake
562,Hummocks Trail,South Cascades,Mount St. Helens,2.4,roundtrip,100.0,2500.0,3.9,21,46.28685,-122.2717,7/18/21 0:00,141,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,No pass,https://www.wta.org/go-hiking/hikes/hummocks
563,Kettle Crest Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,44.0,one-way,8000.0,7140.0,5.0,2,48.50099538,-118.4214592,10/2/21 0:00,11,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/kettle-crest-trail
564,Lost Lake,Central Cascades,Stevens Pass - West,6.0,roundtrip,512.0,962.0,3.0,3,47.949847,-121.888791,11/7/21 0:00,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lost-lake-3
565,White Chuck Bench,North Cascades,Mountain Loop Highway,5.0,roundtrip,,,2.93,15,48.17049189,-121.467011,9/1/21 0:00,143,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/white-chuck-bench
566,Boulder Lake,North Cascades,Mountain Loop Highway,6.0,roundtrip,1960.0,4980.0,3.0,2,48.31701034,-121.3550301,9/21/21 0:00,26,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/boulder-lake-2
