TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
Pebble Creek,Mount Rainier Area,SW - Longmire/Paradise,,,,,4,1,,,9/11/21 0:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/pebble-creek-hike
Old Miners Trail,Issaquah Alps,Cougar Mountain,,,,,0,0,,,1/26/21 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/old-miners-trail-c-11
Joyride,Issaquah Alps,Tiger Mountain,,,,,0,0,,,4/24/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/joyride
La Rush/Bear Lakes,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,48.50545964,-121.2796211,9/7/21 0:00,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/la-rush-bear-lakes
Bear Lake,South Cascades,Mount Adams Area,,,,,4,1,,,7/8/21 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/bear-lake-4
Silver Creek,Mount Rainier Area,Chinook Pass - Hwy 410,,,,,0,0,,,9/25/21 0:00,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/silver-creek
Round Butte,Eastern Washington,Palouse and Blue Mountains,,,,,0,0,,,7/20/19 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/round-butte
Olympic Adventure Route,Olympic Peninsula,Northern Coast,,,,,4,1,48.12183962,-123.7836993,7/9/21 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/olympic-adventure-route
Lakes Basin Loop,Eastern Washington,Palouse and Blue Mountains,,,,,3,1,45.2809586,-117.212776,9/6/19 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lakes-basin-loop-eagle-cap-wilderness
Timothy Lake Loop,Southwest Washington,Columbia River Gorge - OR,,,,,0,0,,,8/5/14 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/timothy-lake-loop
UW Bothell-Cascadia Community College Wetlands,Puget Sound and Islands,Seattle-Tacoma Area,1,roundtrip,,,1,1,,,12/23/19 0:00,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/uw-bothell-cascadia-community-college-wetlands
Oxbow Regional Park,Southwest Washington,Columbia River Gorge - WA,,,,,0,0,,,8/3/14 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/oxbow-regional-park
Sahale Peak,North Cascades,,,,,,0,0,48.48202502,-121.0804081,7/25/21 0:00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sahale-peak
Mount Leona,Eastern Washington,Okanogan Highlands/Kettle River Range,6,roundtrip,1500,6474,0,0,48.765367,-118.487967,7/2/17 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mount-leona
Colchuck Peak,Central Cascades,Leavenworth Area,,,,,0,0,,,7/4/21 0:00,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/colchuck-peak
Stiletto Lake,North Cascades,Methow/Sawtooth,12.6,roundtrip,3200,6810,4,1,,,10/7/21 0:00,21,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/stiletto-lake
Fortune Peak via Esmeralda Basin (Esmerelda),Snoqualmie Region,Salmon La Sac/Teanaway,,,,,0,0,47.4291889,-120.9377177,7/18/21 0:00,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/fortune-peak-via-esmeralda-basin-esmerelda-1394
Razorback Mountain Snowshoe,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,,,5/1/13 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/razorback-mountain-snowshoe
Corax Peak,North Cascades,Methow/Sawtooth,,,,,0,0,,,8/13/11 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/corax-peak
Cabinet Peak,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,48.63867434,-120.8512656,5/7/16 0:00,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/cabinet-peak
Soda Springs,Mount Rainier Area,Chinook Pass - Hwy 410,,,,,0,0,,,7/3/21 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/soda-springs-trail-975
The Eaglet,North Cascades,Mountain Loop Highway,,,,,0,0,,,3/23/14 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/the-eaglet
Moss Lake Loop,Mount Rainier Area,Chinook Pass - Hwy 410,0.75,roundtrip,,2400,0,0,47.0351251,-121.5613549,5/16/21 0:00,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/moss-lake-loop
Blowdown Mountain Road,Snoqualmie Region,North Bend Area,,,,,1.5,4,47.53068999,-121.6927359,10/26/21 0:00,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/blowdown-mountain-road
Kangaroo Temple,North Cascades,North Cascades Highway - Hwy 20,,,,,2,1,48.51433012,-120.6424999,6/2/18 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/kangaroo-temple
Mutton Mountain,Mount Rainier Area,Chinook Pass - Hwy 410,,,,,0,0,47.001916,-121.519038,8/29/21 0:00,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/mutton-mountain
Cripple Creek Falls,Snoqualmie Region,Snoqualmie Pass,,,,,0,0,,,3/17/12 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/cripple-creek-falls
Lyman Lakes,Central Cascades,Entiat Mountains/Lake Chelan,21,roundtrip,2774,5983,3.44,9,48.19841251,-120.7745934,9/15/21 0:00,40,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/lyman-lakes
Log Flume,Eastern Washington,Okanogan Highlands/Kettle River Range,0.4,roundtrip,,,3.2,5,48.5816664,-118.2337174,9/10/19 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/log-flume
Mad Lake,Central Cascades,Entiat Mountains/Lake Chelan,12.2,one-way,1800,,3.67,3,47.8410068,-120.6045038,7/13/20 0:00,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mad-lake
Lake Julius and Loch Eileen,Central Cascades,Stevens Pass - East,15.9,roundtrip,3815,5735,2.5,6,47.72828333,-120.8436667,10/17/21 0:00,39,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/loch-eileen
Lower Mad River Valley,Central Cascades,Entiat Mountains/Lake Chelan,14.9,one-way,2500,2000,3.5,6,47.75888333,-120.4271333,6/1/21 0:00,54,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lower-mad-river
Lakeview Ranch,Central Washington,Potholes Region,5.3,roundtrip,450,1780,3.75,4,47.413833,-118.741233,3/8/20 0:00,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/lakeview-ranch
Libby Lake,North Cascades,Methow/Sawtooth,10.2,roundtrip,3210,7640,3.38,8,48.27593333,-120.2900333,9/25/21 0:00,37,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/libby-lake
Little Giant Pass,Central Cascades,Stevens Pass - East,10,roundtrip,4000,6409,4.09,11,48.02583333,-120.8286,10/8/21 0:00,124,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-giant
Lanham Lake,Central Cascades,Stevens Pass - East,3.2,roundtrip,1140,4140,2.83,6,47.77163333,-121.0136333,8/24/21 0:00,52,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lanham-lake
Leroy Creek High Route,Central Cascades,,,,,,2.71,7,48.06864483,-120.8413482,10/3/21 0:00,75,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,,https://www.wta.org/go-hiking/hikes/leroy-creek-high-route
Lenore Lake Caves,Central Washington,Grand Coulee,1.5,roundtrip,200,1300,3.57,7,47.51737324,-119.4937698,6/16/21 0:00,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/lenore-lake-caves
Lake Elizabeth,Central Cascades,Stevens Pass - West,0.75,roundtrip,69,2890,2.67,6,47.70121419,-121.5182033,10/16/21 0:00,49,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/lake-elizabeth
Klahhane Ridge,Olympic Peninsula,Northern Coast,5,roundtrip,1700,6050,4.5,26,47.98708333,-123.4608667,10/8/21 0:00,222,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/klahhane-ridge
Lake Constance,Olympic Peninsula,Hood Canal,4.4,roundtrip,3300,4800,3.83,18,47.729617,-123.141733,9/11/21 0:00,92,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,"National Park Pass, Northwest Forest Pass",https://www.wta.org/go-hiking/hikes/lake-constance
Kettle Crest North,Eastern Washington,Okanogan Highlands/Kettle River Range,29,one-way,5200,7135,3.5,8,48.60907894,-118.4844589,8/4/21 0:00,45,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/kettle-crest-north
45 Mile Sheep Drive,Central Cascades,Entiat Mountains/Lake Chelan,4.9,one-way,,3144,4,5,48.024502,-120.650212,8/9/08 0:00,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/45-mile-sheep-drive
Columbia Mountain Snowshoe,Eastern Washington,Okanogan Highlands/Kettle River Range,7.5,roundtrip,1400,,3.4,5,48.6073431,-118.4786315,4/15/21 0:00,5,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/columbia-mountain-snowshoe
Foggy Dew Creek,North Cascades,Methow/Sawtooth,14,roundtrip,4620,8050,2.75,4,48.17513,-120.26125,10/17/21 0:00,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/foggy-dew-creek
Railroad Bridge Park,Olympic Peninsula,Northern Coast,,,,,3,4,48.08533208,-123.1468399,7/16/21 0:00,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/railroad-bridge-park
Chain Lakes Trail,Central Cascades,Stevens Pass - East,4.2,one-way,1900,5700,3.86,7,47.74604833,-121.086574,9/4/21 0:00,72,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/chain-lakes-trail
Silver Falls Interpretive Trail,Central Cascades,Entiat Mountains/Lake Chelan,1.2,roundtrip,,2400,2,4,47.95576041,-120.534482,5/23/21 0:00,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/silver-falls-interpretive-trail
Smokey Bottom (West Lake Mills),Olympic Peninsula,Northern Coast,4,roundtrip,500,800,3.75,4,48.00191667,-123.6044333,5/15/20 0:00,15,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/lake-mills
Kettle Crest South,Eastern Washington,Okanogan Highlands/Kettle River Range,5,roundtrip,900,6500,3.6,10,48.501166,-118.4211588,7/21/21 0:00,27,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/kettle-crest-south
Klapatche Park,Mount Rainier Area,NW - Carbon River/Mowich,21.4,roundtrip,3300,6000,4,5,46.7354,-121.8566,8/3/21 0:00,22,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/klapatche-park
Josephine Lake,Central Cascades,Stevens Pass - East,10.4,roundtrip,1800,5150,3.85,13,47.74646667,-121.0865167,10/2/21 0:00,116,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/josephine-lake
Jack Pine Trail,Central Cascades,Leavenworth Area,,,,,2.75,4,47.6089006,-120.8937632,7/30/11 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/jack-pine-trail
Juniper Dunes Wilderness,Central Washington,Tri-Cities,15,roundtrip,300,1050,3,6,46.3245547,-119.0254257,5/1/21 0:00,27,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/juniper-dunes-wilderness
Jefferson Ridge,Olympic Peninsula,Hood Canal,4.8,roundtrip,1832,3832,3.5,6,47.57123333,-123.1315167,5/20/21 0:00,50,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/jefferson-ridge
Wenatchee Confluence State Park - Horan Natural Area,Central Washington,Wenatchee,2.5,roundtrip,,640,3.5,8,47.4601,-120.3305,6/18/21 0:00,20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/horan-natural-area-wenatchee-confluence
Horse Heaven Hills,Central Washington,Tri-Cities,6.8,roundtrip,1220,1924,3.67,9,46.23907232,-119.4846835,10/29/21 0:00,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,https://www.wta.org/go-hiking/hikes/horse-heaven-hills
Phantom Peak,North Cascades,North Cascades Highway - Hwy 20,,,,8207,0,0,48.819049,-121.342639,7/29/17 0:00,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/phantom-peak
Mount Challenger,North Cascades,North Cascades Highway - Hwy 20,,,,8236,0,0,48.835779,-121.342373,7/29/17 0:00,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-challenger
Tower Mountain,North Cascades,North Cascades Highway - Hwy 20,25,roundtrip,,8444,0,0,48.58847,-120.70422,9/9/21 0:00,5,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/tower-mountain-1
Cutthroat Pass via the Pacific Crest Trail,North Cascades,North Cascades Highway - Hwy 20,10,roundtrip,2000,6800,3.91,22,48.51806667,-120.7331333,10/30/21 0:00,329,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cutthroat-pass-via-pacific-crest-trail
Lake Ann (Rainy Pass),North Cascades,North Cascades Highway - Hwy 20,3.4,roundtrip,700,5500,4.17,18,48.5156197,-120.7361753,11/6/21 0:00,116,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lake-ann-rainy-pass
Harts Pass to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,30.6,one-way,3800,6900,3,2,48.70223192,-120.6729527,9/23/21 0:00,20,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/harts-pass-to-rainy-pass
Colonial Peak,North Cascades,North Cascades Highway - Hwy 20,,,,,0,0,48.70968257,-121.145103,7/18/21 0:00,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/colonial-peak
Stehekin to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,18.7,one-way,3600,4900,0,0,48.30925968,-120.6575337,7/15/21 0:00,17,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/stehekin-to-rainy-pass
Jack Mountain,North Cascades,North Cascades Highway - Hwy 20,,,,9066,0,0,48.7724,-120.957,9/4/15 0:00,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/jack-mountain
Thunder Woods Nature Trail,North Cascades,North Cascades Highway - Hwy 20,1.2,roundtrip,305,1620,3,1,48.68521868,-121.0929383,1/6/19 0:00,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/thunder-woods-nature-trail
River Loop,North Cascades,North Cascades Highway - Hwy 20,1,roundtrip,50,480,0,0,48.6711,-121.2609,7/31/20 0:00,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/river-loop
Klawatti Peak,North Cascades,North Cascades Highway - Hwy 20,,,,8485,0,0,48.554294,-121.104284,5/25/18 0:00,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"None, Northwest Forest Pass",https://www.wta.org/go-hiking/hikes/klawatti-peak
Ross Dam Trail,North Cascades,North Cascades Highway - Hwy 20,1.6,roundtrip,500,2100,4,2,48.72777499,-121.0628128,10/7/21 0:00,41,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/ross-dam-trail
Park Creek Pass via Thunder Creek,North Cascades,North Cascades Highway - Hwy 20,55.2,roundtrip,9800,6100,2.8,5,48.6925408,-121.0977693,9/4/20 0:00,33,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/park-creek-pass-via-thunder-creek
Skagit River Loop Trail,North Cascades,North Cascades Highway - Hwy 20,1.8,roundtrip,118,597,3.2,5,48.66585,-121.26685,10/16/21 0:00,17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/skagit-river
Rockport State Park,North Cascades,North Cascades Highway - Hwy 20,3,roundtrip,250,750,3.86,14,48.4879855,-121.6141887,8/22/21 0:00,120,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/rockport-state-park
Ruby Mountain,North Cascades,North Cascades Highway - Hwy 20,17,roundtrip,6300,7408,3.75,8,48.71763951,-121.0741425,6/17/21 0:00,56,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/ruby-mountain
Sahale Glacier,North Cascades,North Cascades Highway - Hwy 20,,,,,3,4,48.47554588,-121.0751228,7/25/21 0:00,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/sahale-glacier
Sauk Mountain,North Cascades,North Cascades Highway - Hwy 20,4.2,roundtrip,1200,5500,4.43,53,48.52128333,-121.60715,10/31/21 0:00,578,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/sauk-mountain
Sauk Lake,North Cascades,North Cascades Highway - Hwy 20,6,roundtrip,2100,5200,2.5,6,48.52036412,-121.6178707,8/5/21 0:00,22,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/sauk-lake
Rainbow Creek Trail,North Cascades,North Cascades Highway - Hwy 20,33,roundtrip,,,0,0,48.33777283,-120.6941096,7/10/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/rainbow-creek-trail
Rainbow Lake,North Cascades,North Cascades Highway - Hwy 20,11.5,roundtrip,,,2.75,4,48.5076069,-120.7310183,7/10/21 0:00,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rainbow-lake
Rainy Lake,North Cascades,North Cascades Highway - Hwy 20,2,roundtrip,70,4800,3.5,8,48.5149657,-120.7354966,11/6/21 0:00,93,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rainy-lake
Rasar State Park,North Cascades,North Cascades Highway - Hwy 20,3,roundtrip,20,125,3.6,5,48.516737,-121.905881,10/16/21 0:00,47,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/rasar-state-park
Pyramid Lake,North Cascades,North Cascades Highway - Hwy 20,4.2,roundtrip,1500,2500,3.43,14,48.70983333,-121.1451667,7/8/21 0:00,60,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/pyramid-lake
Monogram Lake,North Cascades,North Cascades Highway - Hwy 20,9.8,roundtrip,4675,5719,3.44,9,48.53698333,-121.2939833,9/13/21 0:00,77,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/monogram-lake
Lookout Mountain Lookout,North Cascades,North Cascades Highway - Hwy 20,9.4,roundtrip,4500,5719,4.22,9,48.5371864,-121.293843,10/31/21 0:00,182,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/lookout-mountain-1
Little Jack Mountain,North Cascades,North Cascades Highway - Hwy 20,13.6,roundtrip,3935,5896,3.33,3,48.7055,-120.9608,7/1/21 0:00,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-jack-mountain
Little Beaver Creek,North Cascades,North Cascades Highway - Hwy 20,35,roundtrip,6213,5197,2.2,5,48.91606953,-121.0739708,9/12/21 0:00,19,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,,https://www.wta.org/go-hiking/hikes/little-beaver-creek
Mount Hardy,North Cascades,North Cascades Highway - Hwy 20,4.68,roundtrip,4299,7924,0,0,,,5/2/15 0:00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/mount-hardy
Domke Lake,Central Cascades,Entiat Mountains/Lake Chelan,7,roundtrip,1100,2200,4.2,5,48.1906968,-120.6278045,9/26/21 0:00,17,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/domke-lake
Devils Gulch,Central Cascades,Stevens Pass - East,9,roundtrip,1100,2800,3.4,5,47.3126267,-120.4240034,6/3/19 0:00,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/devils-gulch
Dock Butte,North Cascades,Mount Baker Area,4.4,roundtrip,1500,,4.07,14,48.65375975,-121.783988,11/1/21 0:00,128,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/dock-butte
Dodger Point,Olympic Peninsula,Northern Coast,27,roundtrip,4983,5753,3.25,4,47.9609124,-123.5743783,9/24/21 0:00,17,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/dodger-point
Devil's Ridge,North Cascades,,18.8,one-way,3100,7000,2.4,5,48.83957949,-120.7374243,6/30/21 0:00,31,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/devils-ridge
Crater Lakes,North Cascades,Methow/Sawtooth,8.6,roundtrip,2220,6980,3.77,13,48.220383,-120.26785,10/17/21 0:00,64,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/crater-lakes
Crowell Ridge,Eastern Washington,Selkirk Range,8.4,roundtrip,2700,6880,3.67,6,48.878267,-117.24485,8/12/21 0:00,10,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/crowell-ridge
Columbia Plateau Trail - Amber Lake,Eastern Washington,Spokane Area/Coeur d'Alene,15,roundtrip,200,2300,2.25,4,47.3511886,-117.7106383,4/25/21 0:00,4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/columbia-plateau-amber-lake
Copper Creek,Central Cascades,Entiat Mountains/Lake Chelan,4.2,roundtrip,2300,5600,3.5,4,48.19883444,-120.7732522,10/17/18 0:00,5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/copper-creek
Castle Pass,North Cascades,,18.9,one-way,5400,6600,2.5,4,,,6/29/19 0:00,14,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/castle-pass
Cascade Rock,Olympic Peninsula,Northern Coast,4.5,roundtrip,1800,1825,3.5,6,48.027467,-123.58825,1/9/21 0:00,10,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/cascade-rock
Chatter Creek,Central Cascades,Leavenworth Area,11,roundtrip,3800,6400,4,4,47.6098,-120.892,10/16/21 0:00,155,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/chatter-creek
Chamna Natural Preserve,Central Washington,Tri-Cities,3.8,roundtrip,30,350,3.25,8,46.25771305,-119.2865159,7/5/21 0:00,10,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/chamna-natural-preserve
Cat Basin Primitive,Olympic Peninsula,Northern Coast,5,one-way,1500,5500,2.75,4,47.95601907,-123.8378906,8/22/21 0:00,15,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cat-basin-primitive
Buck Creek,North Cascades,Mountain Loop Highway,,,,,1.75,4,,,5/1/21 0:00,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/buck-creek-1
Cady Ridge,Central Cascades,Stevens Pass - East,14,roundtrip,3015,5551,3.67,9,47.91825,-121.0873833,10/1/21 0:00,106,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cady-ridge
